CASE,WORK,SENT-ADDR,TOK-ADDR,LEM,TYPEA,TYPEB,SENTLEN,WORKLEN
1,Cael,/harrington/1023/lattb.1023.1.tb.xml|11,/harrington/1023/lattb.1023.1.tb.xml|11|4,invenio,main,main,10,7139
1,Cael,/harrington/1023/lattb.1023.1.tb.xml|12,/harrington/1023/lattb.1023.1.tb.xml|12|9,lateo,main,main,8,7139
1,Cael,/harrington/1023/lattb.1023.1.tb.xml|13,/harrington/1023/lattb.1023.1.tb.xml|13|17,possum,main,main,32,7139
2,Cael,/harrington/1023/lattb.1023.1.tb.xml|13,/harrington/1023/lattb.1023.1.tb.xml|13|21,recipio,main,main,32,7139
1,Cael,/harrington/1023/lattb.1023.1.tb.xml|14,/harrington/1023/lattb.1023.1.tb.xml|14|4,exspecto,main,main,14,7139
1,Cael,/harrington/1023/lattb.1023.1.tb.xml|15,/harrington/1023/lattb.1023.1.tb.xml|15|2,enim,causal,para,5,7139
2,Cael,/harrington/1023/lattb.1023.1.tb.xml|15,/harrington/1023/lattb.1023.1.tb.xml|15|4,adhuc,temporal,para,5,7139
3,Cael,/harrington/1023/lattb.1023.1.tb.xml|15,/harrington/1023/lattb.1023.1.tb.xml|15|5,nomino,main,main,5,7139
1,Cael,/harrington/1023/lattb.1023.1.tb.xml|16,/harrington/1023/lattb.1023.1.tb.xml|16|15,deinde,temporal,para,36,7139
2,Cael,/harrington/1023/lattb.1023.1.tb.xml|16,/harrington/1023/lattb.1023.1.tb.xml|16|40,numquam,temporal,para,36,7139
3,Cael,/harrington/1023/lattb.1023.1.tb.xml|16,/harrington/1023/lattb.1023.1.tb.xml|16|3,dubito,main,main,36,7139
1,Cael,/harrington/1023/lattb.1023.1.tb.xml|17,/harrington/1023/lattb.1023.1.tb.xml|17|8,loquor,main,main,8,7139
1,Cael,/harrington/1023/lattb.1023.1.tb.xml|18,/harrington/1023/lattb.1023.1.tb.xml|18|5,cognosco,main,main,5,7139
1,Cael,/harrington/1023/lattb.1023.1.tb.xml|19,/harrington/1023/lattb.1023.1.tb.xml|19|4,delitesco,main,main,3,7139
1,Cael,/harrington/1023/lattb.1023.1.tb.xml|21,/harrington/1023/lattb.1023.1.tb.xml|21|2,deinde,temporal,para,3,7139
2,Cael,/harrington/1023/lattb.1023.1.tb.xml|21,/harrington/1023/lattb.1023.1.tb.xml|21|4,prosilio,main,main,3,7139
1,Cael,/harrington/1023/lattb.1023.1.tb.xml|23,/harrington/1023/lattb.1023.1.tb.xml|23|2,enim,causal,para,42,7139
2,Cael,/harrington/1023/lattb.1023.1.tb.xml|23,/harrington/1023/lattb.1023.1.tb.xml|23|17,nondum,temporal,para,42,7139
3,Cael,/harrington/1023/lattb.1023.1.tb.xml|23,file:///C:/Users/matth/Documents/GitHub/ma_thesis_23-24/agldt_search.xqm||,cum,temporal,hypo,42,7139
4,Cael,/harrington/1023/lattb.1023.1.tb.xml|23,file:///C:/Users/matth/Documents/GitHub/ma_thesis_23-24/agldt_search.xqm||,cum,temporal,hypo,42,7139
5,Cael,/harrington/1023/lattb.1023.1.tb.xml|23,/harrington/1023/lattb.1023.1.tb.xml|23|3,fingo,main,main,42,7139
1,Cael,/harrington/1023/lattb.1023.1.tb.xml|24,/harrington/1023/lattb.1023.1.tb.xml|24|7,contra,spatial,para,21,7139
2,Cael,/harrington/1023/lattb.1023.1.tb.xml|24,/harrington/1023/lattb.1023.1.tb.xml|24|14,contra,spatial,para,21,7139
1,Cael,/harrington/1023/lattb.1023.1.tb.xml|25,/harrington/1023/lattb.1023.1.tb.xml|25|11,sum,main,main,18,7139
2,Cael,/harrington/1023/lattb.1023.1.tb.xml|25,/harrington/1023/lattb.1023.1.tb.xml|25|19,possum,main,main,18,7139
1,Cael,/harrington/1023/lattb.1023.1.tb.xml|26,/harrington/1023/lattb.1023.1.tb.xml|26|2,enim,causal,para,2,7139
1,Cael,/harrington/1023/lattb.1023.1.tb.xml|27,/harrington/1023/lattb.1023.1.tb.xml|27|7,sum,main,main,27,7139
2,Cael,/harrington/1023/lattb.1023.1.tb.xml|27,/harrington/1023/lattb.1023.1.tb.xml|27|28,amitto,main,main,27,7139
1,Cael,/harrington/1023/lattb.1023.1.tb.xml|28,/harrington/1023/lattb.1023.1.tb.xml|28|3,enim,causal,para,15,7139
2,Cael,/harrington/1023/lattb.1023.1.tb.xml|28,file:///C:/Users/matth/Documents/GitHub/ma_thesis_23-24/agldt_search.xqm||,cum,temporal,hypo,15,7139
3,Cael,/harrington/1023/lattb.1023.1.tb.xml|28,/harrington/1023/lattb.1023.1.tb.xml|28|7,cum,temporal,hypo,15,7139
4,Cael,/harrington/1023/lattb.1023.1.tb.xml|28,/harrington/1023/lattb.1023.1.tb.xml|28|6,possum,main,main,15,7139
1,Cael,/harrington/1023/lattb.1023.1.tb.xml|29,/harrington/1023/lattb.1023.1.tb.xml|29|2,enim,causal,para,18,7139
2,Cael,/harrington/1023/lattb.1023.1.tb.xml|29,file:///C:/Users/matth/Documents/GitHub/ma_thesis_23-24/agldt_search.xqm||,cum,temporal,hypo,18,7139
3,Cael,/harrington/1023/lattb.1023.1.tb.xml|29,file:///C:/Users/matth/Documents/GitHub/ma_thesis_23-24/agldt_search.xqm||,cum,temporal,hypo,18,7139
4,Cael,/harrington/1023/lattb.1023.1.tb.xml|29,/harrington/1023/lattb.1023.1.tb.xml|29|4,pono,main,main,18,7139
1,Cael,/harrington/1023/lattb.1023.1.tb.xml|30,/harrington/1023/lattb.1023.1.tb.xml|30|2,sum,main,main,11,7139
1,Cael,/harrington/1023/lattb.1023.1.tb.xml|31,/harrington/1023/lattb.1023.1.tb.xml|31|14,reperio,main,main,14,7139
1,Cael,/harrington/1023/lattb.1023.1.tb.xml|32,/harrington/1023/lattb.1023.1.tb.xml|32|3,hic,spatial,para,19,7139
2,Cael,/harrington/1023/lattb.1023.1.tb.xml|32,/harrington/1023/lattb.1023.1.tb.xml|32|4,rogo,main,main,19,7139
3,Cael,/harrington/1023/lattb.1023.1.tb.xml|32,/harrington/1023/lattb.1023.1.tb.xml|32|10,con-loco,main,main,19,7139
1,Cael,/harrington/1023/lattb.1023.1.tb.xml|33,file:///C:/Users/matth/Documents/GitHub/ma_thesis_23-24/agldt_search.xqm||,cum,temporal,hypo,15,7139
2,Cael,/harrington/1023/lattb.1023.1.tb.xml|33,file:///C:/Users/matth/Documents/GitHub/ma_thesis_23-24/agldt_search.xqm||,cum,temporal,hypo,15,7139
3,Cael,/harrington/1023/lattb.1023.1.tb.xml|33,/harrington/1023/lattb.1023.1.tb.xml|33|1,possum,main,main,15,7139
1,Cael,/harrington/1023/lattb.1023.1.tb.xml|34,file:///C:/Users/matth/Documents/GitHub/ma_thesis_23-24/agldt_search.xqm||,cum,temporal,hypo,26,7139
2,Cael,/harrington/1023/lattb.1023.1.tb.xml|34,/harrington/1023/lattb.1023.1.tb.xml|34|19,imploro,main,main,26,7139
3,Cael,/harrington/1023/lattb.1023.1.tb.xml|34,/harrington/1023/lattb.1023.1.tb.xml|34|28,pernego,main,main,26,7139
1,Cael,/harrington/1023/lattb.1023.1.tb.xml|35,/harrington/1023/lattb.1023.1.tb.xml|35|5,reprehendo,main,main,5,7139
1,Cael,/harrington/1023/lattb.1023.1.tb.xml|36,/harrington/1023/lattb.1023.1.tb.xml|36|3,dico,main,main,3,7139
1,Cael,/harrington/1023/lattb.1023.1.tb.xml|37,/harrington/1023/lattb.1023.1.tb.xml|37|9,deinde,temporal,para,20,7139
2,Cael,/harrington/1023/lattb.1023.1.tb.xml|37,/harrington/1023/lattb.1023.1.tb.xml|37|4,voco,main,main,20,7139
3,Cael,/harrington/1023/lattb.1023.1.tb.xml|37,/harrington/1023/lattb.1023.1.tb.xml|37|13,dico,main,main,20,7139
1,Cael,/harrington/1023/lattb.1023.1.tb.xml|38,/harrington/1023/lattb.1023.1.tb.xml|38|2,igitur,causal,para,14,7139
2,Cael,/harrington/1023/lattb.1023.1.tb.xml|38,file:///C:/Users/matth/Documents/GitHub/ma_thesis_23-24/agldt_search.xqm||,cum,temporal,hypo,14,7139
3,Cael,/harrington/1023/lattb.1023.1.tb.xml|38,/harrington/1023/lattb.1023.1.tb.xml|38|5,ostendo,main,main,14,7139
1,Cael,/harrington/1023/lattb.1023.1.tb.xml|39,/harrington/1023/lattb.1023.1.tb.xml|39|2,ergo,causal,para,6,7139
1,Cael,/harrington/1023/lattb.1023.1.tb.xml|40,/harrington/1023/lattb.1023.1.tb.xml|40|13,deinde,temporal,para,15,7139
2,Cael,/harrington/1023/lattb.1023.1.tb.xml|40,file:///C:/Users/matth/Documents/GitHub/ma_thesis_23-24/agldt_search.xqm||,cum,temporal,hypo,15,7139
3,Cael,/harrington/1023/lattb.1023.1.tb.xml|40,/harrington/1023/lattb.1023.1.tb.xml|40|3,cum,temporal,hypo,15,7139
4,Cael,/harrington/1023/lattb.1023.1.tb.xml|40,/harrington/1023/lattb.1023.1.tb.xml|40|8,fugio,main,main,15,7139
5,Cael,/harrington/1023/lattb.1023.1.tb.xml|40,/harrington/1023/lattb.1023.1.tb.xml|40|15,concrepo,main,main,15,7139
6,Cael,/harrington/1023/lattb.1023.1.tb.xml|40,/harrington/1023/lattb.1023.1.tb.xml|40|18,tollo,main,main,15,7139
1,Cael,/harrington/1025/lattb.1025.1.tb.xml|1,/harrington/1025/lattb.1025.1.tb.xml|1|2,quoniam,causal,hypo,18,7139
2,Cael,/harrington/1025/lattb.1025.1.tb.xml|1,/harrington/1025/lattb.1025.1.tb.xml|1|19,ostendo,main,main,18,7139
1,Cael,/harrington/1025/lattb.1025.1.tb.xml|2,/harrington/1025/lattb.1025.1.tb.xml|2|3,enim,causal,para,25,7139
2,Cael,/harrington/1025/lattb.1025.1.tb.xml|2,/harrington/1025/lattb.1025.1.tb.xml|2|2,sum,main,main,25,7139
1,Cael,/harrington/1025/lattb.1025.1.tb.xml|3,/harrington/1025/lattb.1025.1.tb.xml|3|7,qui,causal,hypo,19,7139
2,Cael,/harrington/1025/lattb.1025.1.tb.xml|3,/harrington/1025/lattb.1025.1.tb.xml|3|4,ut,temporal,hypo,19,7139
3,Cael,/harrington/1025/lattb.1025.1.tb.xml|3,/harrington/1025/lattb.1025.1.tb.xml|3|2,sumo,main,main,19,7139
1,Cael,/harrington/1025/lattb.1025.1.tb.xml|5,/harrington/1025/lattb.1025.1.tb.xml|5|7,requiro,main,main,18,7139
1,Cael,/harrington/1025/lattb.1025.1.tb.xml|6,/harrington/1025/lattb.1025.1.tb.xml|6|6,do,main,main,5,7139
1,Cael,/harrington/1025/lattb.1025.1.tb.xml|7,/harrington/1025/lattb.1025.1.tb.xml|7|8,devincio,main,main,7,7139
1,Cael,/harrington/1025/lattb.1025.1.tb.xml|8,file:///C:/Users/matth/Documents/GitHub/ma_thesis_23-24/agldt_search.xqm||,cum,temporal,hypo,39,7139
2,Cael,/harrington/1025/lattb.1025.1.tb.xml|8,/harrington/1025/lattb.1025.1.tb.xml|8|8,audeo,main,main,39,7139
1,Cael,/harrington/1025/lattb.1025.1.tb.xml|9,/harrington/1025/lattb.1025.1.tb.xml|9|22,debeo,main,main,20,7139
1,Cael,/harrington/1025/lattb.1025.1.tb.xml|10,/harrington/1025/lattb.1025.1.tb.xml|10|1,video,main,main,3,7139
1,Cael,/harrington/1025/lattb.1025.1.tb.xml|11,/harrington/1025/lattb.1025.1.tb.xml|11|4,dico,main,main,16,7139
1,Cael,/harrington/1025/lattb.1025.1.tb.xml|12,file:///C:/Users/matth/Documents/GitHub/ma_thesis_23-24/agldt_search.xqm||,cum,temporal,hypo,28,7139
2,Cael,/harrington/1025/lattb.1025.1.tb.xml|12,/harrington/1025/lattb.1025.1.tb.xml|12|10,cum,temporal,hypo,28,7139
3,Cael,/harrington/1025/lattb.1025.1.tb.xml|12,/harrington/1025/lattb.1025.1.tb.xml|12|18,dico,main,main,28,7139
4,Cael,/harrington/1025/lattb.1025.1.tb.xml|12,/harrington/1025/lattb.1025.1.tb.xml|12|31,do,main,main,28,7139
1,Cael,/harrington/1025/lattb.1025.1.tb.xml|13,/harrington/1025/lattb.1025.1.tb.xml|13|17,do,main,main,22,7139
2,Cael,/harrington/1025/lattb.1025.1.tb.xml|13,/harrington/1025/lattb.1025.1.tb.xml|13|26,do,main,main,22,7139
1,Cael,/harrington/1025/lattb.1025.1.tb.xml|14,/harrington/1025/lattb.1025.1.tb.xml|14|3,nunc,temporal,para,10,7139
2,Cael,/harrington/1025/lattb.1025.1.tb.xml|14,/harrington/1025/lattb.1025.1.tb.xml|14|12,resisto,main,main,10,7139
1,Cael,/harrington/1025/lattb.1025.1.tb.xml|15,/harrington/1025/lattb.1025.1.tb.xml|15|1,possum,main,main,35,7139
1,Cael,/harrington/1025/lattb.1025.1.tb.xml|16,file:///C:/Users/matth/Documents/GitHub/ma_thesis_23-24/agldt_search.xqm||,ubi,temporal,hypo,23,7139
2,Cael,/harrington/1025/lattb.1025.1.tb.xml|16,file:///C:/Users/matth/Documents/GitHub/ma_thesis_23-24/agldt_search.xqm||,ubi,temporal,hypo,23,7139
3,Cael,/harrington/1025/lattb.1025.1.tb.xml|16,file:///C:/Users/matth/Documents/GitHub/ma_thesis_23-24/agldt_search.xqm||,ubi,temporal,hypo,23,7139
4,Cael,/harrington/1025/lattb.1025.1.tb.xml|16,file:///C:/Users/matth/Documents/GitHub/ma_thesis_23-24/agldt_search.xqm||,ubi,temporal,hypo,23,7139
5,Cael,/harrington/1025/lattb.1025.1.tb.xml|16,/harrington/1025/lattb.1025.1.tb.xml|16|1,possum,main,main,23,7139
1,Cael,/harrington/1025/lattb.1025.1.tb.xml|19,/harrington/1025/lattb.1025.1.tb.xml|19|1,possum,main,main,6,7139
1,Cael,/harrington/1025/lattb.1025.1.tb.xml|20,/harrington/1025/lattb.1025.1.tb.xml|20|29,reperio,main,main,22,7139
1,Cael,/harrington/1025/lattb.1025.1.tb.xml|21,file:///C:/Users/matth/Documents/GitHub/ma_thesis_23-24/agldt_search.xqm||,cum,temporal,hypo,34,7139
2,Cael,/harrington/1025/lattb.1025.1.tb.xml|21,/harrington/1025/lattb.1025.1.tb.xml|21|36,relinquo,main,main,34,7139
1,Cael,/harrington/1025/lattb.1025.1.tb.xml|22,/harrington/1025/lattb.1025.1.tb.xml|22|2,enim,causal,para,44,7139
2,Cael,/harrington/1025/lattb.1025.1.tb.xml|22,/harrington/1025/lattb.1025.1.tb.xml|22|1,habeo,main,main,44,7139
1,Cael,/harrington/1025/lattb.1025.1.tb.xml|23,/harrington/1025/lattb.1025.1.tb.xml|23|26,possum,main,main,37,7139
2,Cael,/harrington/1025/lattb.1025.1.tb.xml|23,/harrington/1025/lattb.1025.1.tb.xml|23|39,omitto,main,main,37,7139
1,Cael,/harrington/1025/lattb.1025.1.tb.xml|24,/harrington/1025/lattb.1025.1.tb.xml|24|15,neglego,main,main,14,7139
1,Cael,/harrington/1025/lattb.1025.1.tb.xml|25,/harrington/1025/lattb.1025.1.tb.xml|25|14,domi,spatial,para,18,7139
2,Cael,/harrington/1025/lattb.1025.1.tb.xml|25,/harrington/1025/lattb.1025.1.tb.xml|25|15,suus,spatial,para,18,7139
3,Cael,/harrington/1025/lattb.1025.1.tb.xml|25,/harrington/1025/lattb.1025.1.tb.xml|25|19,fero,main,main,18,7139
1,Cael,/harrington/1025/lattb.1025.1.tb.xml|26,/harrington/1025/lattb.1025.1.tb.xml|26|17,puto,main,main,16,7139
1,Cael,/harrington/1025/lattb.1025.1.tb.xml|27,/harrington/1025/lattb.1025.1.tb.xml|27|3,diu,temporal,para,6,7139
2,Cael,/harrington/1025/lattb.1025.1.tb.xml|27,/harrington/1025/lattb.1025.1.tb.xml|27|8,teneo,main,main,6,7139
1,Cael,/harrington/1025/lattb.1025.1.tb.xml|28,/harrington/1025/lattb.1025.1.tb.xml|28|6,percipio,main,main,12,7139
2,Cael,/harrington/1025/lattb.1025.1.tb.xml|28,/harrington/1025/lattb.1025.1.tb.xml|28|12,cognosco,main,main,12,7139
1,Cael,/harrington/1025/lattb.1025.1.tb.xml|29,/harrington/1025/lattb.1025.1.tb.xml|29|1,recito,main,main,1,7139
1,Cael,/harrington/1025/lattb.1025.1.tb.xml|31,/harrington/1025/lattb.1025.1.tb.xml|31|2,exspecto,main,main,3,7139
1,Cael,/harrington/1025/lattb.1025.1.tb.xml|32,/harrington/1025/lattb.1025.1.tb.xml|32|4,puto,main,main,12,7139
1,Cael,/harrington/1025/lattb.1025.1.tb.xml|33,/harrington/1025/lattb.1025.1.tb.xml|33|2,sum,main,main,12,7139
1,Cael,/harrington/1025/lattb.1025.1.tb.xml|34,/harrington/1025/lattb.1025.1.tb.xml|34|6,sum,main,main,22,7139
2,Cael,/harrington/1025/lattb.1025.1.tb.xml|34,/harrington/1025/lattb.1025.1.tb.xml|34|11,sum,main,main,22,7139
1,Cael,/harrington/1025/lattb.1025.1.tb.xml|35,/harrington/1025/lattb.1025.1.tb.xml|35|6,nomino,main,main,19,7139
2,Cael,/harrington/1025/lattb.1025.1.tb.xml|35,/harrington/1025/lattb.1025.1.tb.xml|35|10,profero,main,main,19,7139
1,Cael,/harrington/1025/lattb.1025.1.tb.xml|36,/harrington/1025/lattb.1025.1.tb.xml|36|12,sum,main,main,16,7139
1,Cael,/harrington/1025/lattb.1025.1.tb.xml|37,/harrington/1025/lattb.1025.1.tb.xml|37|4,recito,main,main,33,7139
1,Cael,/harrington/1026/lattb.1026.1.tb.xml|1,/harrington/1026/lattb.1026.1.tb.xml|1|3,igitur,causal,para,6,7139
2,Cael,/harrington/1026/lattb.1026.1.tb.xml|1,/harrington/1026/lattb.1026.1.tb.xml|1|2,sum,main,main,6,7139
1,Cael,/harrington/1026/lattb.1026.1.tb.xml|2,/harrington/1026/lattb.1026.1.tb.xml|2|11,possum,main,main,11,7139
1,Cael,/harrington/1026/lattb.1026.1.tb.xml|3,/harrington/1026/lattb.1026.1.tb.xml|3|3,enim,causal,para,13,7139
2,Cael,/harrington/1026/lattb.1026.1.tb.xml|3,/harrington/1026/lattb.1026.1.tb.xml|3|2,sum,main,main,13,7139
1,Cael,/harrington/1026/lattb.1026.1.tb.xml|5,/harrington/1026/lattb.1026.1.tb.xml|5|2,peto,main,main,2,7139
1,Cael,/harrington/1026/lattb.1026.1.tb.xml|7,/harrington/1026/lattb.1026.1.tb.xml|7|3,obicio,main,main,3,7139
1,Cael,/harrington/1026/lattb.1026.1.tb.xml|8,/harrington/1026/lattb.1026.1.tb.xml|8|4,facio,main,main,10,7139
1,Cael,/harrington/1026/lattb.1026.1.tb.xml|9,/harrington/1026/lattb.1026.1.tb.xml|9|18,idem,spatial,para,25,7139
2,Cael,/harrington/1026/lattb.1026.1.tb.xml|9,/harrington/1026/lattb.1026.1.tb.xml|9|17,iterum,temporal,para,25,7139
3,Cael,/harrington/1026/lattb.1026.1.tb.xml|9,/harrington/1026/lattb.1026.1.tb.xml|9|6,audio,main,main,25,7139
1,Cael,/harrington/1026/lattb.1026.1.tb.xml|10,/harrington/1026/lattb.1026.1.tb.xml|10|3,igitur,causal,para,10,7139
2,Cael,/harrington/1026/lattb.1026.1.tb.xml|10,/harrington/1026/lattb.1026.1.tb.xml|10|2,sum,main,main,10,7139
1,Cael,/harrington/1026/lattb.1026.1.tb.xml|11,/harrington/1026/lattb.1026.1.tb.xml|11|4,video,main,main,15,7139
1,Cael,/harrington/1026/lattb.1026.1.tb.xml|12,/harrington/1026/lattb.1026.1.tb.xml|12|3,committo,main,main,20,7139
2,Cael,/harrington/1026/lattb.1026.1.tb.xml|12,/harrington/1026/lattb.1026.1.tb.xml|12|7,utor,main,main,20,7139
3,Cael,/harrington/1026/lattb.1026.1.tb.xml|12,/harrington/1026/lattb.1026.1.tb.xml|12|26,credo,main,main,20,7139
1,Cael,/harrington/1026/lattb.1026.1.tb.xml|14,/harrington/1026/lattb.1026.1.tb.xml|14|2,enim,causal,para,4,7139
2,Cael,/harrington/1026/lattb.1026.1.tb.xml|14,/harrington/1026/lattb.1026.1.tb.xml|14|4,obicio,main,main,4,7139
1,Cael,/harrington/1026/lattb.1026.1.tb.xml|15,/harrington/1026/lattb.1026.1.tb.xml|15|2,sum,main,main,23,7139
1,Cael,/harrington/1026/lattb.1026.1.tb.xml|16,/harrington/1026/lattb.1026.1.tb.xml|16|6,enim,causal,para,10,7139
2,Cael,/harrington/1026/lattb.1026.1.tb.xml|16,/harrington/1026/lattb.1026.1.tb.xml|16|5,refero,main,main,10,7139
1,Cael,/harrington/1026/lattb.1026.1.tb.xml|18,/harrington/1026/lattb.1026.1.tb.xml|18|2,enim,causal,para,69,7139
2,Cael,/harrington/1026/lattb.1026.1.tb.xml|18,/harrington/1026/lattb.1026.1.tb.xml|18|30,foras,spatial,para,69,7139
3,Cael,/harrington/1026/lattb.1026.1.tb.xml|18,/harrington/1026/lattb.1026.1.tb.xml|18|49,hic,spatial,para,69,7139
4,Cael,/harrington/1026/lattb.1026.1.tb.xml|18,/harrington/1026/lattb.1026.1.tb.xml|18|5,video,main,main,69,7139
5,Cael,/harrington/1026/lattb.1026.1.tb.xml|18,/harrington/1026/lattb.1026.1.tb.xml|18|11,ignoro,main,main,69,7139
1,Cael,/harrington/1026/lattb.1026.1.tb.xml|19,/harrington/1026/lattb.1026.1.tb.xml|19|2,igitur,causal,para,5,7139
2,Cael,/harrington/1026/lattb.1026.1.tb.xml|19,/harrington/1026/lattb.1026.1.tb.xml|19|5,video,main,main,5,7139
1,Cael,/harrington/1026/lattb.1026.1.tb.xml|20,/harrington/1026/lattb.1026.1.tb.xml|20|2,enim,causal,para,16,7139
2,Cael,/harrington/1026/lattb.1026.1.tb.xml|20,/harrington/1026/lattb.1026.1.tb.xml|20|17,scio,main,main,16,7139
1,Cael,/harrington/1026/lattb.1026.1.tb.xml|21,/harrington/1026/lattb.1026.1.tb.xml|21|16,possum,main,main,18,7139
1,Cael,/harrington/1026/lattb.1026.1.tb.xml|22,/harrington/1026/lattb.1026.1.tb.xml|22|6,fingo,main,main,6,7139
1,Cael,/harrington/1026/lattb.1026.1.tb.xml|23,/harrington/1026/lattb.1026.1.tb.xml|23|2,quaero,main,main,14,7139
2,Cael,/harrington/1026/lattb.1026.1.tb.xml|23,/harrington/1026/lattb.1026.1.tb.xml|23|8,paro,main,main,14,7139
3,Cael,/harrington/1026/lattb.1026.1.tb.xml|23,/harrington/1026/lattb.1026.1.tb.xml|23|18,trado,main,main,14,7139
1,Cael,/harrington/1026/lattb.1026.1.tb.xml|24,/harrington/1026/lattb.1026.1.tb.xml|24|3,domus,spatial,para,16,7139
2,Cael,/harrington/1026/lattb.1026.1.tb.xml|24,/harrington/1026/lattb.1026.1.tb.xml|24|2,aio,main,main,16,7139
1,Cael,/harrington/1026/lattb.1026.1.tb.xml|27,/harrington/1026/lattb.1026.1.tb.xml|27|8,coniveo,main,main,15,7139
2,Cael,/harrington/1026/lattb.1026.1.tb.xml|27,/harrington/1026/lattb.1026.1.tb.xml|27|15,reservo,main,main,15,7139
1,Cael,/harrington/1026/lattb.1026.1.tb.xml|28,/harrington/1026/lattb.1026.1.tb.xml|28|2,enim,causal,para,57,7139
2,Cael,/harrington/1026/lattb.1026.1.tb.xml|28,file:///C:/Users/matth/Documents/GitHub/ma_thesis_23-24/agldt_search.xqm||,cum,temporal,hypo,57,7139
3,Cael,/harrington/1026/lattb.1026.1.tb.xml|28,file:///C:/Users/matth/Documents/GitHub/ma_thesis_23-24/agldt_search.xqm||,cum,temporal,hypo,57,7139
4,Cael,/harrington/1026/lattb.1026.1.tb.xml|28,file:///C:/Users/matth/Documents/GitHub/ma_thesis_23-24/agldt_search.xqm||,antequam,temporal,hypo,57,7139
5,Cael,/harrington/1026/lattb.1026.1.tb.xml|28,file:///C:/Users/matth/Documents/GitHub/ma_thesis_23-24/agldt_search.xqm||,priusquam,temporal,hypo,57,7139
6,Cael,/harrington/1026/lattb.1026.1.tb.xml|28,file:///C:/Users/matth/Documents/GitHub/ma_thesis_23-24/agldt_search.xqm||,posteaquam,temporal,hypo,57,7139
7,Cael,/harrington/1026/lattb.1026.1.tb.xml|28,file:///C:/Users/matth/Documents/GitHub/ma_thesis_23-24/agldt_search.xqm||,postmodumquam,temporal,hypo,57,7139
8,Cael,/harrington/1026/lattb.1026.1.tb.xml|28,file:///C:/Users/matth/Documents/GitHub/ma_thesis_23-24/agldt_search.xqm||,postquam,temporal,hypo,57,7139
9,Cael,/harrington/1026/lattb.1026.1.tb.xml|28,/harrington/1026/lattb.1026.1.tb.xml|28|1,video,main,main,57,7139
10,Cael,/harrington/1026/lattb.1026.1.tb.xml|28,/harrington/1026/lattb.1026.1.tb.xml|28|4,video,main,main,57,7139
11,Cael,/harrington/1026/lattb.1026.1.tb.xml|28,/harrington/1026/lattb.1026.1.tb.xml|28|7,haurio,main,main,57,7139
1,Cael,/harrington/1026/lattb.1026.1.tb.xml|29,file:///C:/Users/matth/Documents/GitHub/ma_thesis_23-24/agldt_search.xqm||,cum,temporal,hypo,72,7139
2,Cael,/harrington/1026/lattb.1026.1.tb.xml|29,file:///C:/Users/matth/Documents/GitHub/ma_thesis_23-24/agldt_search.xqm||,cum,temporal,hypo,72,7139
3,Cael,/harrington/1026/lattb.1026.1.tb.xml|29,file:///C:/Users/matth/Documents/GitHub/ma_thesis_23-24/agldt_search.xqm||,cum,temporal,hypo,72,7139
4,Cael,/harrington/1026/lattb.1026.1.tb.xml|29,/harrington/1026/lattb.1026.1.tb.xml|29|24,cum,temporal,hypo,72,7139
5,Cael,/harrington/1026/lattb.1026.1.tb.xml|29,/harrington/1026/lattb.1026.1.tb.xml|29|42,cum,temporal,hypo,72,7139
6,Cael,/harrington/1026/lattb.1026.1.tb.xml|29,/harrington/1026/lattb.1026.1.tb.xml|29|22,reservo,main,main,72,7139
1,Cael,/harrington/1026/lattb.1026.1.tb.xml|30,/harrington/1026/lattb.1026.1.tb.xml|30|18,resto,main,main,30,7139
1,Cael,/harrington/1026/lattb.1026.1.tb.xml|31,/harrington/1026/lattb.1026.1.tb.xml|31|3,igitur,causal,para,12,7139
2,Cael,/harrington/1026/lattb.1026.1.tb.xml|31,/harrington/1026/lattb.1026.1.tb.xml|31|12,audeo,main,main,12,7139
1,Cael,/harrington/1026/lattb.1026.1.tb.xml|32,/harrington/1026/lattb.1026.1.tb.xml|32|5,metuo,main,main,19,7139
2,Cael,/harrington/1026/lattb.1026.1.tb.xml|32,/harrington/1026/lattb.1026.1.tb.xml|32|21,perhorresco,main,main,19,7139
1,Cael,/harrington/1026/lattb.1026.1.tb.xml|33,/harrington/1026/lattb.1026.1.tb.xml|33|2,revertor,main,main,4,7139
1,Cael,/harrington/1026/lattb.1026.1.tb.xml|34,/harrington/1026/lattb.1026.1.tb.xml|34|14,debilito,main,main,18,7139
2,Cael,/harrington/1026/lattb.1026.1.tb.xml|34,/harrington/1026/lattb.1026.1.tb.xml|34|18,impedio,main,main,18,7139
1,Cael,/harrington/1027/lattb.1027.1.tb.xml|1,/harrington/1027/lattb.1027.1.tb.xml|1|2,enim,causal,para,31,7139
2,Cael,/harrington/1027/lattb.1027.1.tb.xml|1,/harrington/1027/lattb.1027.1.tb.xml|1|1,quaero,main,main,31,7139
1,Cael,/harrington/1027/lattb.1027.1.tb.xml|2,/harrington/1027/lattb.1027.1.tb.xml|2|2,timeo,main,main,12,7139
1,Cael,/harrington/1027/lattb.1027.1.tb.xml|3,/harrington/1027/lattb.1027.1.tb.xml|3|14,reperio,main,main,13,7139
1,Cael,/harrington/1027/lattb.1027.1.tb.xml|4,/harrington/1027/lattb.1027.1.tb.xml|4|20,traduco,main,main,19,7139
